-20 0.003718
-19 0.006016
-18 0.007855
-17 0.009688
-16 0.010707
-15 0.014926
-14 0.018356
-13 0.023180
-12 0.028933
-11 0.035278
-10 0.044395
-9 0.056704
-8 0.070246
-7 0.089948
-6 0.109347
-5 0.135238
-4 0.169788
-3 0.207078
-2 0.248807
-1 0.307504
0 0.369484
1 0.443275
2 0.515569
3 0.600434
4 0.684662
5 0.771730
6 0.843440
7 0.899855
8 0.948713
9 0.978471
10 0.991970
11 0.996768
12 0.999819
13 0.999506
14 0.999659
15 0.999819
16 0.999819
17 0.999819
18 0.999659
19 0.999659
20 0.999659
